"Scrip Code","Symbol","Scrip Name","Haircut %","ISIN","Broker limit reached","Cash Equivalent","Pledge allowed"
"SGBNOV25IX","SGBNOV25IX","2.50%GOLDBONDS 2025SR-IX","10","IN0020170117","No","Yes","Yes"
"QTDBRG-GR","QTDBRG-GR","QUANTUM DYNAMIC BOND FUND - REGULAR PLAN GROWTH OPTION","25","INF082J01218","No","No","Yes"
"EDAIRG-GR","EDAIRG-GR","EDELWEISS MONEY MARKET FUND - REGULAR PLAN - GROWTH OPTION","25","INF843K01344","No","Yes","Yes"
"LCNJD1-DP","LCNJD1-DP","LIC NIFTY NEXT 50 INDEX FUND - DIRECT PLAN - IDCW - PAYOUT","25","INF397L01AY8","No","No","Yes"
"543413","TEGA","Tega Industries Limited","20.48","INE011K01018","No","No","Yes"
"AXUSDP-DP","AXUSDP-DP","AXIS ULTRA SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW PAYOUT","25","INF846K01G72","No","No","Yes"
"MOMTDP-DR","MOMTDP-DR","MOTILAL OSWAL MANUFACTURING FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF247L01CZ8","No","No","Yes"
"HDHMDDR-DR","HDHMDDR-DR","HDFC MNC FUND DIRECT PLAN IDCW REINVESTMENT","25","INF179KC1FE6","No","No","Yes"
"BPRFRG-GR","BPRFRG-GR","BARODA BNP PARIBAS RETIREMENT FUND - REGULAR PLAN - GROWTH","25","INF251K01TH4","No","No","Yes"
"530517","RELAXO","Relaxo Footwears Limited","20","INE131B01039","No","No","Yes"
"DS798-GR","DS798-GR","DSP LIQUIDITY FUND - DIRECT PLAN - GROWTH","25","INF740K01QL4","No","Yes","Yes"
"YED112G-GR","YED112G-GR","WHITEOAK CAPITAL ARBITRAGE FUND - DIRECT PLAN - GROWTH","25","INF03VN01910","No","No","Yes"
"EDARMD-DP","EDARMD-DP","EDELWEISS BALANCED ADVANTAGE FUND-DIRECT PLAN MONTHLY IDCW PAYOUT","25","INF754K01IH0","No","No","Yes"
"SU71PD-DR","SU71PD-DR","SUNDARAM SMALL CAP FUND DIRECT IDCW REINVESTMENT","25","INF903J01NJ1","No","No","Yes"
"500495","ESCORTS","Escorts Limited","20","INE042A01014","No","No","Yes"
"MAFFD1-GR","MAFFD1-GR","MIRAE ASSET FOCUSED FUND - DIRECT PLAN - GROWTH","25","INF769K01EU0","No","No","Yes"
"HSBCMIPSG-GR","HSBCMIPSG-GR","HSBC CONSERVATIVE HYBRID FUND -GROWTH","25","INF336L01099","No","No","Yes"
"HDHIRGR-GR","HDHIRGR-GR","HDFC TECHNOLOGY FUND - REGULAR PLAN GROWTH","25","INF179KC1HF9","No","No","Yes"
"IDFCNF-DR","IDFCNF-DR","BANDHAN NIFTY 50 INDEX FUND-REGULAR PLAN-IDCW REINVESTMENT","25","INF194K01946","No","No","Yes"
"540376","DMART","AVENUE SUPERMARTS LIMITED","20","INE192R01011","No","No","Yes"
"PHAD-DR","PHAD-DR","NIPPON INDIA PHARMA FUND DIRECT PLAN DIVIDEND PLAN IDCW REINVESTMENT","25","INF204K01I43","No","No","Yes"
"BS241G-GR","BS241G-GR","ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - GROWTH","25","INF209K01LB2","No","No","Yes"
"IF83-DR","IF83-DR","BANDHAN DYNAMIC BOND FUND - REGULAR - IDCW REINVESTMENT","25","INF194K01QN0","No","No","Yes"
"AXFSTWD-DP-W","AXFSTWD-DP-W","AXIS SHORT DURATION FUND - REGULAR PLAN - WEEKLY IDCW PAYOUT","25","INF846K01677","No","No","Yes"
"BAFFIRQ-DP-Q","BAFFIRQ-DP-Q","BANK OF INDIA MANUFACTURING AND INFRASTRUCTURE FUND - REGULAR - QUARTERLY IDCW PAYOUT","25","INF761K01231","No","No","Yes"
"IFIGDG-GR","IFIGDG-GR","360 ONE FOCUSED EQUITY FUND DIRECT PLAN- GROWTH","25","INF579M01902","No","No","Yes"
"017-DR","017-DR","SBI LARGE AND MIDCAP FUND REGULAR IDCW REINVESTMENT","25","INF200K01297","No","No","Yes"
"LCBKG1-GR","LCBKG1-GR","LIC MF BANKING AND FINANCIAL SERVICES FUND-DIRECT - GROWTH PLAN-GROWTH","25","INF767K01NK6","No","No","Yes"
"BPLMD2-GR","BPLMD2-GR","BARODA BNP PARIBAS LARGE AND MID CAP FUND-DIRECT GROWTH","25","INF955L01JU2","No","No","Yes"
"AXNSDG-GR","AXNSDG-GR","AXIS NIFTY SMALLCAP 50 INDEX FUND DIRECT GROWTH","25","INF846K013H3","No","No","Yes"
"543654","MEDANTA","Global Health Limited","20","INE474Q01031","No","No","Yes"
"EDERRD-DR","EDERRD-DR","EDELWEISS FLEXI CAP FUND - REGULAR IDCW REINVESTMENT","25","INF843K01KP0","No","No","Yes"
"500877","APOLLOTYRE","Apollo Tyres Limited","20","INE438A01022","No","No","Yes"
"IC8758-GR","IC8758-GR","ICICI PRUDENTIAL EQUITY SAVINGS FUND DIRECT PLAN CUMULATIVE","25","INF109KA11J9","No","No","Yes"
"RGFPS-GR","RGFPS-GR","INVESCO INDIA PSU EQUITY FUND - GROWTH","25","INF205K01338","No","No","Yes"
"KO462D-GR","KO462D-GR","KOTAK LIQUID FUND - DIRECT PLAN - GROWTH","25","INF174K01NE8","No","Yes","Yes"
"500219","JISLJALEQS","Jain Irrigation Systems Limite","26.38","INE175A01038","No","No","Yes"
"RLSOAG-GR","RLSOAG-GR","NIPPON INDIA SILVER ETF FOF - DIRECT GROWTH","25","INF204KC1378","No","No","Yes"
"EDATDDR-DR","EDATDDR-DR","EDELWEISS ARBITRAGE FUND DIRECT PLAN IDCW REINVESTMENT","25","INF754K01EC0","No","No","Yes"
"507205","TI","Tilaknagar Industries Limited","50","INE133E01013","No","No","Yes"
"HSBCMIPSQ-DP-Q","HSBCMIPSQ-DP-Q","HSBC CONSERVATIVE HYBRID FUND -QUARTERLY IDCW PAYOUT","25","INF336L01123","No","No","Yes"
"SBD79CD-DP","SBD79CD-DP","SBI SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW PAYOUT","25","INF200K01TA6","No","Yes","Yes"
"197-GR","197-GR","KOTAK DYNAMIC BOND FUND - REGULAR PLAN - GROWTH","25","INF174K01FA2","No","No","Yes"
"UTSTIMD-DP","UTSTIMD-DP","UTI SHORT DURATION FUND-REGULAR PLAN QUARTERLY-IDCW PAYOUT","25","INF789FC1GD5","No","No","Yes"
"KO120P2-DP","KO120P2-DP","KOTAK CONSUMPTION FUND -REGULAR PLAN-IDCW PAYOUT","25","INF174KA1PN3","No","No","Yes"
"QUEFDP-DR","QUEFDP-DR","QUANT ESG EQUITY FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF966L01AF9","No","No","Yes"
"EDNID1-GR","EDNID1-GR","EDELWEISS NIFTY 50 INDEX FUND - DIRECT PLAN - GROWTH","25","INF754K01NB3","No","No","Yes"
"STAD-DP","STAD-DP","NIPPON INDIA SHORT TERM FUND DIRECT PLAN DIVIDEND PLAN IDCW PAYOUT","25","INF204K01B40","No","No","Yes"
"500387","SHREECEM","Shree Cements Limited","20","INE070A01015","No","No","Yes"
"QMFMA-GR","QMFMA-GR","QUANTUM MULTI ASSET FUND OF FUNDS - DIRECT PLAN GROWTH OPTION","25","INF082J01168","No","No","Yes"
"MAMARD-DP","MAMARD-DP","MIRAE ASSET MULTI ASSET ALLOCATION FUND-REGULAR PLAN-IDCW PAYOUT","25","INF769K01KX1","No","No","Yes"
"MAFIOD1-GR","MAFIOD1-GR","MIRAE ASSET LARGE CAP FUND - DIRECT PLAN - GROWTH","25","INF769K01AX2","No","No","Yes"
"533096","ADANIPOWER","Adani Power Limited","24.2","INE814H01011","No","No","Yes"
"PPLFGZ-GR","PPLFGZ-GR","PARAG PARIKH LIQUID FUND-DIRECT PLAN-GROWTH","25","INF879O01068","No","Yes","Yes"
"F047-GR","F047-GR","FRANKLIN INDIA OPPORTUNITIES FUND-GROWTH","25","INF090I01841","No","No","Yes"
"DS786-DP","DS786-DP","DSP NATURAL RESOURCES AND NEW ENERGY FUND - DIRECT PLAN - IDCW PAYOUT","25","INF740K01QB5","No","No","Yes"
"NFAQ-DR","NFAQ-DR","NIPPON INDIA INDEX FUND - NIFTY 50 PLAN DIRECT PLAN QUARTERLY - DIVIDEND PLAN IDCW REINVESTMENT","25","INF204K01H77","No","No","Yes"
"HDNEWRG-GR","HDNEWRG-GR","HDFC NIFTY50 EQUAL WEIGHT INDEX FUND REGULAR PLAN GROWTH","25","INF179KC1BN6","No","No","Yes"
"CPPD-DP","CPPD-DP","MOTILAL OSWAL FLEXI CAP FUND - DIRECT IDCW PAYOUT","25","INF247L01528","No","No","Yes"
"500875","ITC","ITC Limited","15","INE154A01025","No","No","Yes"
"MAFFD2-DP","MAFFD2-DP","MIRAE ASSET FOCUSED FUND - DIRECT PLAN - IDCW PAYOUT","25","INF769K01ET2","No","No","Yes"
"EDWHDP-DP","EDWHDP-DP","EDELWEISS MSCI INDIA DOMESTIC & WORLD HEALTHCARE 45 INDEX FUND - REGULAR PLAN - IDCW PAYOUT","25","INF754K01LS1","No","No","Yes"
"AXSPDG-GR","AXSPDG-GR","AXIS BSE SENSEX INDEX FUND - DIRECT PLAN - GROWTH","25","INF846K012V6","No","No","Yes"
"RGEBDP-DP","RGEBDP-DP","INVESCO INDIA AGGRESSIVE HYBRID FUND - REGULAR PLAN IDCW PAYOUT","25","INF205K010Q5","No","No","Yes"
"RGBFD1-GR","RGBFD1-GR","INVESCO INDIA FINANCIAL SERVICES FUND - DIRECT PLAN GROWTH","25","INF205K01KY4","No","No","Yes"
"MAMPD2-DP","MAMPD2-DP","MIRAE ASSET MULTICAP FUND DIRECT PLAN - IDCW - PAYOUT","25","INF769K01KL6","No","No","Yes"
"543720","KFINTECH","KFin Technologies Limited","22.08","INE138Y01010","No","No","Yes"
"SUTFGP-GR","SUTFGP-GR","SUNDARAM ELSS TAX SAVER FUND - REGULAR  GROWTH","25","INF173K01361","No","No","Yes"
"HDHBRDP-DP","HDHBRDP-DP","HDFC BUSINESS CYCLE FUND REGULAR IDCW PAYOUT","25","INF179KC1EC3","No","No","Yes"
"INSTDG-GR","INSTDG-GR","GROWW SHORT DURATION FUND - DIRECT PLAN - GROWTH","25","INF666M01AC0","No","No","Yes"
"544282","SAGILITY","SAGILITY INDIA LIMITED","50","INE0W2G01015","No","No","Yes"
"512573","AVANTIFEED","AVANTI FEEDS LIMITED","20.18","INE871C01038","No","No","Yes"
"HDGFG1G-GR","HDGFG1G-GR","HDFC LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH","25","INF179KA1RQ7","No","No","Yes"
"MASTD1-GR","MASTD1-GR","MIRAE ASSET SHORT DURATION FUND DIRECT - GROWTH","25","INF769K01DX6","No","No","Yes"
"537007","NIFTYIETF","ICICI PRUD NIFTY ETF","10","INF109K012R6","No","No","Yes"
"IFFCCM-DP","IFFCCM-DP","BANDHAN LIQUID FUND - MONTHLY - IDCW PAYOUT","25","INF194K01WF4","No","Yes","Yes"
"QUIBDG-GR","QUIBDG-GR","QUANT SMALL CAP FUND DIRECT PLAN - GROWTH","25","INF966L01689","No","No","Yes"
"AXFXS135-GR","AXFXS135-GR","AXIS GILT FUND - REGULAR GROWTH OPTION","25","INF846K01AX8","No","Yes","Yes"
"8020-DR","8020-DR","ICICI PRUDENTIAL TECHNOLOGY FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF109K01Z30","No","No","Yes"
"DS778-DR","DS778-DR","DSP TOP 100 EQUITY FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF740K01PT9","No","No","Yes"
"532610","DWARKESH","Dwarikesh Sugar Industries Lim","20","INE366A01041","No","No","Yes"
"MAESRG-GR","MAESRG-GR","MIRAE ASSET EQUITY SAVINGS FUND REGULAR GROWTH","25","INF769K01EI5","No","No","Yes"
"ITSCGP-GR","ITSCGP-GR","ITI SMALL CAP FUND REGULAR PLAN GROWTH","25","INF00XX01713","No","No","Yes"
"FR780-GR","FR780-GR","FRANKLIN INDIA EQUITY SAVINGS FUND - DIRECT GROWTH","25","INF090I01PD7","No","No","Yes"
"BPCBGP-GR","BPCBGP-GR","BARODA BNP PARIBAS CORPORATE BOND FUND GROWTH","25","INF251K01EP9","No","No","Yes"
"QUTKDG-GR","QUTKDG-GR","QUANT TECK FUND - DIRECT PLAN GROWTH","25","INF966L01CT6","No","No","Yes"
"TAIPHD-DR","TAIPHD-DR","TATA INDIA PHARMA AND HEALTHCARE FUND REGULAR PLAN IDCW REINVESTMENT","25","INF277K018A5","No","No","Yes"
"UTEYGP-GR","UTEYGP-GR","UTI FOCUSED FUND - REGULAR PLAN GROWTH","25","INF789F1AUY5","No","No","Yes"
"ICICI1526-DR-W","ICICI1526-DR-W","ICICI PRUDENTIAL SAVINGS FUND - WEEKLY IDCW REINVESTMENT","25","INF109K01753","No","No","Yes"
"HSSDOG-GR","HSSDOG-GR","HSBC ULTRA SHORT DURATION FUND GROWTH","25","INF336L01OW1","No","No","Yes"
"SBI074D-DR","SBI074D-DR","SBI - DYNAMIC BOND FUND - IDCW REINVESTMENT","25","INF200K01974","No","No","Yes"
"IC1452P-DP","IC1452P-DP","ICICI PRUDENTIAL FOCUSED EQUITY FUND - IDCW PAYOUT","25","INF109K01FM3","No","No","Yes"
"HSLBCDG-GR","HSLBCDG-GR","HSBC BUSINESS CYCLES FUND-DIRECT PLAN-GROWTH","25","INF917K01RI2","No","No","Yes"
"8005-DR","8005-DR","ICICI PRUDENTIAL MULTI-ASSET FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF109K014K7","No","No","Yes"
"103D-DP","103D-DP","SBI BLUE CHIP FUND - IDCW PAYOUT","25","INF200K01164","No","No","Yes"
"HSLEBFP-DP","HSLEBFP-DP","HSBC SMALL CAP FUND IDCW PAYOUT","25","INF917K01QB9","No","No","Yes"
"UTMCD2-GR","UTMCD2-GR","UTI MID CAP FUND-DIRECT GROWTH PLAN-GROWTH","25","INF789F01UA6","No","No","Yes"
"BPMCDD-DP","BPMCDD-DP","BARODA BNP PARIBAS MID CAP FUND - DIRECT PLAN - IDCW PAYOUT OPTION","25","INF251K01HO5","No","No","Yes"
"MAMMRG-GR","MAMMRG-GR","MIRAE ASSET MONEY MARKET FUND REGULAR GROWTH","25","INF769K01HK4","No","Yes","Yes"
"PRRFG1-GR","PRRFG1-GR","PGIM INDIA RETIREMENT FUND - DIRECT PLAN - GROWTH","25","INF663L01Y61","No","No","Yes"
"1180C-DR","1180C-DR","ADITYA BIRLA SUN LIFE BANKING AND FINANCIAL SERVICES FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF209K012W5","No","No","Yes"
"ID352-DP","ID352-DP","BANDHAN CRISIL IBX GILT APRIL 2028 INDEX FUND REGULAR PLAN-IDCW PAYOUT","25","INF194KB1BT5","No","Yes","Yes"
"UTBKD2-GR","UTBKD2-GR","UTI BANKING AND FINANCIAL SERVICES FUND - DIRECT GROWTH PLAN-GROWTH","25","INF789F01SN3","No","No","Yes"
"RGCBGP-GR","RGCBGP-GR","INVESCO INDIA CREDIT RISK FUND - REGULAR PLAN GROWTH","25","INF205K01I34","No","No","Yes"
"SUSORG-GR","SUSORG-GR","SUNDARAM OVERNIGHT FUND REGULAR GROWTH","25","INF903JA1GZ7","No","Yes","Yes"
"500331","PIDILITIND","Pidilite Industries Limited","20","INE318A01026","No","No","Yes"
"EDAIRP-DP","EDAIRP-DP","EDELWEISS MONEY MARKET FUND - REGULAR PLAN - IDCW PAYOUT","25","INF843K01351","No","Yes","Yes"
"500112","SBIN","STATE BANK OF INDIA","15","INE062A01020","No","No","Yes"
"EDGSD2-DP","EDGSD2-DP","EDELWEISS GOVERNMENT SECURITIES FUND - DIRECT PLAN - IDCW PAYOUT","25","INF843K01GU8","No","Yes","Yes"
"SBD034G-GR","SBD034G-GR","SBI TECHNOLOGY OPPORTUNITIES FUND DIRECT GROWTH","25","INF200K01RV6","No","No","Yes"
"GFGP","GFGP","NIPPON INDIA GROWTH FUND - GROWTH PLAN - GROWTH OPTION","25","INF204K01323","No","No","Yes"
"INFD-DP","INFD-DP","TATA INFRASTRUCTURE FUND REGULAR PLAN - IDCW PAYOUT","25","INF277K01DY8","No","No","Yes"
"511676","GICHSGFIN","GIC Housing Finance Limited","20.59","INE289B01019","No","No","Yes"
"542904","UJJIVANSFB","UJJIVANSMALLFINANCBANK","20","INE551W01018","No","No","Yes"
"FR481P-DP","FR481P-DP","FRANKLIN INDIA FOCUSED EQUITY FUND - DIRECT IDCW PAYOUT","25","INF090I01IU6","No","No","Yes"
"D215-GR","D215-GR","BANDHAN STERLING VALUE FUND-GROWTH-(DIRECT PLAN)","25","INF194K01Z85","No","No","Yes"
"SB676DP-DP","SB676DP-DP","SBI DIVIDEND YIELD FUND - REGULAR PLAN - IDCW PAYOUT","25","INF200KA12W7","No","No","Yes"
"ICICIIMPG-GR","ICICIIMPG-GR","ICICI PRUDENTIAL REGULAR SAVINGS FUND - GROWTH","25","INF109K01902","No","No","Yes"
"KO274D-GR","KO274D-GR","KOTAK BUSINESS CYCLE FUND-DIRECT PLAN-GROWTH","25","INF174KA1JN6","No","No","Yes"
"KO488DP-DP","KO488DP-DP","KOTAK PIONEER FUND - REGULAR PLAN - IDCW PAYOUT","25","INF174KA1EU2","No","No","Yes"
"ZEZN250-GR","ZEZN250-GR","ZERODHA NIFTY LARGEMIDCAP 250 INDEX FUND DIRECT PLAN GROWTH","25","INF0R8F01018","No","No","Yes"
"8125P-DP","8125P-DP","ICICI PRUDENTIAL ULTRA SHORT TERM FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT","25","INF109K01T53","No","No","Yes"
"DS592-GR","DS592-GR","DSP HEALTHCARE FUND - REGULAR - GROWTH","25","INF740KA1LD8","No","No","Yes"
"DS862-DR","DS862-DR","DSP HEALTHCARE FUND - DIRECT - IDCW REINVESTMENT","25","INF740KA1LI7","No","No","Yes"
"MHMFEDG-GR","MHMFEDG-GR","MAHINDRA MANULIFE FOCUSED FUND - DIRECT PLAN - GROWTH","25","INF174V01AG7","No","No","Yes"
"037-DR","037-DR","SBI MAGNUM CONSTANT MATURITY FUND REGULAR IDCW REINVESTMENT","25","INF200K01AP4","No","Yes","Yes"
"B15-DP","B15-DP","ADITYA BIRLA SUN LIFE DIGITAL INDIA FUND- IDCW PAYOUT","25","INF209K01132","No","No","Yes"
"RLNPGP-GR","RLNPGP-GR","NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND REGULAR PLAN GROWTH","25","INF204KB15Z3","No","No","Yes"
"543397","SAPPHIRE","SAPPHIRE FOODS INDIA LTD","20","INE806T01020","No","No","Yes"
"HDLFDTN-DP","HDLFDTN-DP","HDFC LIQUID FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT OPTION","25","INF179KB1HO2","No","Yes","Yes"
"SULCDP-DP","SULCDP-DP","SUNDARAM FOCUSED FUND - REGULAR  HALF YEARLY IDCW PAYOUT","25","INF173K01197","No","No","Yes"
"033-DR","033-DR","SBI CONSUMPTION OPPORTUNITIES FUND REGULAR IDCW REINVESTMENT","25","INF200K01412","No","No","Yes"
"IC3478-GR","IC3478-GR","ICICI PRUDENTIAL NIFTY SDL SEP 2027 INDEX FUND - GROWTH","25","INF109KC11B2","No","No","Yes"
"BPSCDG-GR","BPSCDG-GR","BARODA BNP PARIBAS SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION","25","INF251K01SR5","No","No","Yes"
"QUCODP-DR","QUCODP-DR","QUANT COMMODITIES FUND-REGULAR PLAN-IDCW REINVESTMENT","25","INF966L01DE6","No","No","Yes"
"GLAM-GR","GLAM-GR","NIPPON INDIA GILT SECURITIES FUND DIRECT PLAN DEFINED MATURITY DATE OPTION GROWTH","25","INF204K01E88","No","Yes","Yes"
"SBD192P-DP","SBD192P-DP","SBI PSU FUND - DIRECT PLAN - IDCW PAYOUT","25","INF200K01UW8","No","No","Yes"
"SU94DG-GR","SU94DG-GR","SUNDARAM GLOBAL BRAND FUND DIRECT PLAN - GROWTH","25","INF903J01OB6","No","No","Yes"
"PPAFRG-GR","PPAFRG-GR","PARAG PARIKH ARBITRAGE FUND-REGULAR PLAN-GROWTH","25","INF879O01217","No","No","Yes"
"UTIGILTLTP-DP","UTIGILTLTP-DP","UTI GILT FUND-REGULAR DIVIDEND PLAN-IDCW PAYOUT","25","INF789F01646","No","Yes","Yes"
"KO479D-GR","KO479D-GR","KOTAK OVERNIGHT FUND - DIRECT PLAN - GROWTH","25","INF174KA1BF9","No","Yes","Yes"
"DS779-GR","DS779-GR","DSP INDIA T.I.G.E.R. FUND - DIRECT PLAN - GROWTH","25","INF740K01PU7","No","No","Yes"
"BPDED2-GR","BPDED2-GR","BARODA BNP PARIBAS BALANCED ADVANTAGE FUND - DIRECT GROWTH","25","INF955L01HF7","No","No","Yes"
"BS126B-GR","BS126B-GR","ADITYA BIRLA SUN LIFE CRISIL IBX GILT APRIL 2033 INDEX FUND-REGULAR PLAN-GROWTH","25","INF209KB17Y1","No","Yes","Yes"
"532843","FORTIS","Fortis Healthcare Limited","20","INE061F01013","No","No","Yes"
"TASTGZ-GR","TASTGZ-GR","TATA SHORT TERM BOND FUND DIRECT PLAN GROWTH","25","INF277K01QR4","No","No","Yes"
"QUQMDP-DP","QUQMDP-DP","QUANT QUANTAMENTAL FUND REGULAR PLAN - IDCW PAYOUT","25","INF966L01AI3","No","No","Yes"
"HDFCGFOF-GR","HDFCGFOF-GR","HDFC GOLD ETF FUND OF FUND","25","INF179K01LC5","No","No","Yes"
"BPDEDP-DR","BPDEDP-DR","BARODA BNP PARIBAS BALANCED ADVANTAGE FUND - REGULAR IDCW REINVESTMENT","25","INF955L01HE0","No","No","Yes"
"BS125B-GR","BS125B-GR","ADITYA BIRLA SUN LIFE TRANSPORTATION AND LOGISTICS FUND-REGULAR PLAN-GROWTH","25","INF209KB17X3","No","No","Yes"
"HDHSDGR-GR","HDHSDGR-GR","HDFC NIFTY G-SEC SEP 2032 V1 INDEX FUND DIRECT GROWTH","25","INF179KC1EL4","No","Yes","Yes"
"LCSTDD-DR","LCSTDD-DR","LIC MF LOW DURATION FUND-REGULAR PLAN-DAILY IDCW REINVESTMENT","25","INF767K01AL1","No","No","Yes"
"UTIBOND-DP","UTIBOND-DP","UTI MEDIUM TO LONG DURATION FUND-REGULAR PLAN QUARTERLY -IDCW PAYOUT","25","INF789F01380","No","No","Yes"
"ITSCDP-DR","ITSCDP-DR","ITI SMALL CAP FUND REGULAR PLAN IDCW REINVESTMENT","25","INF00XX01739","No","No","Yes"
"EDLVD1-GR","EDLVD1-GR","EDELWEISS NIFTY ALPHA LOW VOLATILITY 30 INDEX FUND - DIRECT PLAN - GROWTH","25","INF754K01SS6","No","No","Yes"
"QUPUDG-GR","QUPUDG-GR","QUANT PSU FUND - DIRECT PLAN - GROWTH","25","INF966L01DT4","No","No","Yes"
"EDSID2-DR","EDSID2-DR","EDELWEISS NIFTY SMALLCAP 250 INDEX FUND- DIRECT PLAN IDCW- REINVESTMENT","25","INF754K01QV4","No","No","Yes"
"RGEFD2-DP","RGEFD2-DP","INVESCO INDIA BALANCED ADVANTAGE FUND - DIRECT PLAN IDCW PAYOUT","25","INF205K01LL9","No","No","Yes"
"LCLFD1-DDP","LCLFD1-DDP","LIC MF LIQUID FUND-DIRECT - DIVIDEND PLAN-IDCW PAYOUT","25","INF767K01DL5","No","Yes","Yes"
"542920","SUMICHEM","SUMITOMOCHEMINDIALTD","20","INE258G01013","No","No","Yes"
"543331","MOL","MEGHMANI ORGANICS LIMITED","20","INE0CT101020","No","No","Yes"
"539957","MGL","Mahanagar Gas Limited","20","INE002S01010","No","No","Yes"
"BS70A-DP","BS70A-DP","ADITYA BIRLA SUN LIFE NIFTY MIDCAP 150 INDEX FUND-NORMAL PLAN-IDCW PAYOUT","25","INF209KB1W58","No","No","Yes"
"8111-DR","8111-DR","ICICI PRUDENTIAL CREDIT RISK FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","25","INF109K01V42","No","No","Yes"
"DS842-GR","DS842-GR","DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - DIR - GROWTH","25","INF740KA1CR7","No","No","Yes"
"FOCUS-DR","FOCUS-DR","ICICI PRUDENTIAL BLUECHIP FUND - IDCW REINVESTMENT","25","INF109K01BM2","No","No","Yes"
"MASQD1-GR","MASQD1-GR","MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF FUND OF FUND - DIRECT PLAN - GROWTH","25","INF769K01LG4","No","No","Yes"
"KO266DD-DP","KO266DD-DP","KOTAK MANUFACTURE IN INDIA FUND DIRECT PLAN IDCW PAYOUT","25","INF174KA1IG2","No","No","Yes"
"AXDEGP-GR","AXDEGP-GR","AXIS BALANCED ADVANTAGE FUND REGULAR PLAN GROWTH","25","INF846K01A52","No","No","Yes"
"AXFISQD-DR-Q","AXFISQD-DR-Q","AXIS CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW REINVESTMENT","25","INF846K01719","No","No","Yes"
"502986","VTL","VARDHMAN TEXTILES LIMITED","20","INE825A01020","No","No","Yes"
"HDFCINFG-GR","HDFCINFG-GR","HDFC INFRASTRUCTURE FUND - GROWTH OPTION","25","INF179K01GF8","No","No","Yes"
"8186P-DP","8186P-DP","ICICI PRUDENTIAL REGULAR SAVINGS FUND - DIRECT PLAN - HALF YEARLY IDCW PAYOUT","25","INF109K01S47","No","No","Yes"
"SBD638P-DP","SBD638P-DP","SBI BALANCED ADVANTAGE FUND - DIRECT PLAN - IDCW PAYOUT","25","INF200KA1Y81","No","No","Yes"
"539-GR","539-GR","DSP DYNAMIC ASSET ALLOCATION FUND - REGULAR - GROWTH","25","INF740K01K57","No","No","Yes"
"BS250B-GR","BS250B-GR","ADITYA BIRLA SUN LIFE MANUFACTURING EQUITY FUND-REGULAR PLAN-GROWTH","25","INF209KA1YH6","No","No","Yes"
"RELFRF-DR-M","RELFRF-DR-M","NIPPON INDIA FLOATING RATE FUND - MONTHLY IDCW REINVESTMENT","25","INF204K01CK3","No","No","Yes"
"SH104P-DP","SH104P-DP","SHRIRAM FLEXI CAP FUND REGULAR - IDCW PAYOUT","25","INF680P01083","No","No","Yes"
"QUEFG1-GR","QUEFG1-GR","QUANT ESG EQUITY FUND - DIRECT PLAN - GROWTH","25","INF966L01AD4","No","No","Yes"
"TGGP-GR","TGGP-GR","JM ELSS TAX SAVER FUND-REGULAR PLAN GROWTH","25","INF192K01650","No","No","Yes"
"SUDYZD-DR","SUDYZD-DR","SUNDARAM DIVIDEND YIELD FUND - DIRECT  HALF YEARLY IDCW REINVESTMENT","25","INF173K01ET7","No","No","Yes"
"038","038","SBI MAGNUM CONSTANT MATURITY FUND REGULAR GROWTH","25","INF200K01AN9","No","Yes","Yes"
"532134","BANKBARODA","Bank of Baroda","20","INE028A01039","No","No","Yes"
"AXVFDP-DP","AXVFDP-DP","AXIS VALUE FUND REGULAR IDCW PAYOUT","25","INF846K014C2","No","No","Yes"
"BS85NIG-GR","BS85NIG-GR","ADITYA BIRLA SUN LIFE BANKING AND PSU DEBT FUND - GROWTH-REGULAR PLAN","25","INF209K01LV0","No","No","Yes"
"BL380A-DP","BL380A-DP","ADITYA BIRLA SUN LIFE CREDIT RISK FUND - IDCW PAYOUT REGULAR","25","INF209KA1K54","No","No","Yes"
"RELLFTPI-DP-M","RELLFTPI-DP-M","NIPPON INDIA LIQUID FUND - MONTHLY IDCW PAYOUT","25","INF204K01UO7","No","Yes","Yes"
"AXNBDP-DP","AXNBDP-DP","AXIS NIFTY BANK INDEX FUND - REGULAR PLAN - IDCW PAYOUT","25","INF846K013W2","No","No","Yes"
